step,t,sample,metric,region,value,protocol
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.8251030445098877,trajectory_cfg
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,3.2143712043762207,trajectory_cfg
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.03725035488605499,trajectory_cfg
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.009396374225616455,trajectory_cfg
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.020732877776026726,trajectory_cfg
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3460713326931,trajectory_cfg
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21976497769355774,trajectory_cfg
10,0.9522,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.27117136120796204,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,6.151802062988281,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.8166597485542297,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.9880504608154297,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.03475572541356087,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.009428976103663445,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.01973690278828144,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3491692841053009,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.2186560481786728,trajectory_cfg
11,0.9464,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.27177461981773376,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,5.722900390625,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.8139983415603638,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.811910629272461,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.03269236534833908,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.009380826726555824,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.018868571147322655,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.34687501192092896,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.22014464437961578,trajectory_cfg
12,0.9404,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.27172359824180603,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,5.426407337188721,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.8064454793930054,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.6867589950561523,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.03112006187438965,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.009391956962645054,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.01823524385690689,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.34364306926727295,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21879418194293976,trajectory_cfg
13,0.9341,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.26960742473602295,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,5.167994022369385,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.8031927943229675,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.5796566009521484,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.030054213479161263,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.009205793961882591,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.017691053450107574,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3434099555015564,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.2182144969701767,trajectory_cfg
14,0.9276,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.2691687345504761,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,4.923885345458984,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.7955254316329956,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.4757585525512695,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.028729312121868134,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.009150874800980091,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.01711925119161606,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3411138653755188,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21827970445156097,trajectory_cfg
15,0.9208,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.26827287673950195,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,4.715025901794434,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.7920241355895996,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.388676643371582,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.027316803112626076,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.008973966352641582,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.01643945649266243,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3406880795955658,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21830877661705017,trajectory_cfg
16,0.9137,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.26811683177948,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,4.40857458114624,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.8007550239562988,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.2691292762756348,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.025739924982190132,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.008929234929382801,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.01577114500105381,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.3396510183811188,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21676230430603027,trajectory_cfg
17,0.9063,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.26677772402763367,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,4.192102432250977,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.7814760804176331,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.16959285736084,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.024523645639419556,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,upper_face,0.008833423256874084,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,full,0.015219306573271751,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,mouth,0.34177365899086,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,upper_face,0.21761713922023773,trajectory_cfg
18,0.8986,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,noise_floor,full,0.2681485414505005,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,mouth,3.9320626258850098,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,upper_face,0.7666852474212646,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_raw,full,2.0549867153167725,trajectory_cfg
19,0.8905,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,cfg_diff_relative,mouth,0.022993257269263268,trajectory_cfg
