pair,model,experiment_id,step,sample,metric,region,value,value_norm,comparability
euler_on_on,omniavatar,omni_ta_euler_on_on,2,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.021658,1.1390581661730292,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,2,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.775705,0.8832872072908262,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.01126102,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00031724,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00477133,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.81940854,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95578575,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90028054,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.15254226,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.09999241,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,23.4542,1.8197208450682372,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,8.945191,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.049716,1.1436097541350863,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,3,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.724436,0.8766037327548785,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,4,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.01169225,,normalized_only
